;0;1;2;3;4;5;6;7;8;9;10
0;-0,30434782608695654;-0,24347826086956523;-0,1826086956521739;-0,12173913043478261;-0,06086956521739131;0,0;0,06086956521739131;0,12173913043478261;0,1826086956521739;0,24347826086956523;0,30434782608695654
1;-0,00037919714797974495;-0,00036056653794426286;-0,0005131296678705102;-0,0008449256565961262;-0,00154195134398807;-0,00126781922103708;-0,0011504067271339996;-0,0010266143768677986;-0,0008912294485447382;-0,0008205975021269579;-0,0007466595807858666
2;-0,001428798681822764;-0,0015461549730368836;-0,0015673346117133847;-0,0016869560701315103;-0,0019085919736083108;-0,00221226431122929;-0,001555114857134017;-0,0014254869282174314;-0,0013149210552281538;-0,0009972703813377335;-0,000860377425365234
3;-0,0014628222243703028;-0,0017679173299332406;-0,0019197017176072486;-0,002250224025652395;-0,002951881047474203;-0,0048118976913582205;-0,005365481684847228;-0,00536467537179652;-0,005364795955245401;-0,005364669337827076;-0,005364623696675011
4;-8,279385747902967e-08;-1,5803205442192884e-08;-1,5800881132632077e-08;-1,5798284937764454e-08;-1,0637876071335662e-07;-0,00018934463114561516;-9,439438368799928e-05;-9,439413407226049e-05;-9,439417139929246e-05;-9,439413219907908e-05;-9,43941180682123e-05
5;0,019699277156134058;0,019699277156134058;0,019699277156134058;0,019699277156134058;0,019699277156134058;0,019699277156134058;0,016004056541407834;0,011075970895304332;0,011396106899992618;0,006512287833035764;0,006539227488254848
6;1,2252080617085814;1,2252080617085814;1,2252080617085814;1,2252080617085814;1,2252080617085814;1,2252080617085814;1,043115155019468;1,0431151534740997;0,8130308119529185;0,8935531667060277;0,7987891706315451
7;3,08624830387781;3,08624830387781;3,08624830387781;3,08624830387781;3,08624830387781;3,08624830387781;2,6135914485628473;2,61359144606617;1,9186986999618079;1,9212757286332203;1,5981744051027926
8;0,37058292508006835;0,37058292508006835;0,37058292508006835;0,37058292508006835;0,37058292508006835;0,37058292508006835;-0,17031669051120396;-0,17031666997270994;-0,48874957661840845;-0,2339503372732733;-0,42693401874501985
9;-0,007947550409122055;-0,007947550409122055;-0,007947550409122055;-0,007947550409122055;-0,007947550409122055;-0,007947550409122055;-0,006610061087340163;-0,006610061082942828;-0,004725917659681561;-0,004543611888109482;-0,003699733730544805
10;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2;0,2
11;5,534168194440696;5,534168194440696;5,534168194440696;5,534168194440696;5,534168194440696;5,534168194440696;6,37168500045714;8,025750868143861;10,22331307000135;13,350478156453725;16,755413803235474
